# Eigenmode: 2
# Frequency: 0.23
# Period: 4.35
# x0 x y z 
0.00000000 0.00000000 0.00000000 0.00000000
60.00000000 60.00000000 0.00002250 -0.00000000
120.00000000 120.00000000 0.00015272 -0.00000000
180.00000000 180.00000000 0.00037523 -0.00000000
