# Eigenmode: 6
# Frequency: 8.07
# Period: 0.12
# x0 x y z 
0.00000000 0.00000000 0.00000000 0.00000000
22.67666667 22.67666667 0.00096496 0.00000000
45.35333333 45.35333333 -0.00094140 -0.00000000
68.03000000 68.03000000 0.00139084 0.00000000
