4.172291666666666508e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.172291666666666508e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 7.477615892164223194e+08 0.000000000000000000e+00 7.477615892164222717e+09 0.000000000000000000e+00 2.243284767649267197e+10 0.000000000000000000e+00 -7.477615892164223194e+08 0.000000000000000000e+00 -7.477615892164222717e+09 0.000000000000000000e+00 2.243284767649267197e+10
0.000000000000000000e+00 0.000000000000000000e+00 7.161497433286537416e+06 -7.161497433286537230e+07 -2.148449229985961318e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.161497433286537416e+06 7.161497433286537230e+07 -2.148449229985961318e+08 0.000000000000000000e+00
0.000000000000000000e+00 7.477615892164222717e+09 -7.161497433286537230e+07 3.678640574755910645e+11 2.148449229985961437e+09 2.243284767649267273e+11 0.000000000000000000e+00 -7.477615892164222717e+09 7.161497433286537230e+07 -3.678640574755910645e+11 2.148449229985961437e+09 2.243284767649267273e+11
0.000000000000000000e+00 0.000000000000000000e+00 -2.148449229985961318e+08 2.148449229985961437e+09 8.618420239957883835e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.148449229985961318e+08 -2.148449229985961437e+09 4.272275139957883835e+09 0.000000000000000000e+00
0.000000000000000000e+00 2.243284767649267197e+10 0.000000000000000000e+00 2.243284767649267273e+11 0.000000000000000000e+00 1.098899570333255981e+12 0.000000000000000000e+00 -2.243284767649267197e+10 0.000000000000000000e+00 -2.243284767649267273e+11 0.000000000000000000e+00 2.470712902563041077e+11
-4.172291666666666508e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.172291666666666508e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -7.477615892164223194e+08 0.000000000000000000e+00 -7.477615892164222717e+09 0.000000000000000000e+00 -2.243284767649267197e+10 0.000000000000000000e+00 7.477615892164223194e+08 0.000000000000000000e+00 7.477615892164222717e+09 0.000000000000000000e+00 -2.243284767649267197e+10
0.000000000000000000e+00 0.000000000000000000e+00 -7.161497433286537416e+06 7.161497433286537230e+07 2.148449229985961318e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.161497433286537416e+06 -7.161497433286537230e+07 2.148449229985961318e+08 0.000000000000000000e+00
0.000000000000000000e+00 -2.998493647027844238e+11 7.161497433286537230e+07 -2.999209796771172852e+12 -2.148449229985961437e+09 -2.243284767649267273e+11 0.000000000000000000e+00 7.477615892164222717e+09 -7.161497433286537230e+07 3.678640574755910645e+11 -2.148449229985961437e+09 -2.243284767649267273e+11
0.000000000000000000e+00 0.000000000000000000e+00 -2.148449229985961318e+08 2.148449229985961437e+09 4.272275139957883835e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.148449229985961318e+08 -2.148449229985961437e+09 8.618420239957883835e+09 0.000000000000000000e+00
0.000000000000000000e+00 2.243284767649267197e+10 0.000000000000000000e+00 2.243284767649267273e+11 0.000000000000000000e+00 2.470712902563041077e+11 0.000000000000000000e+00 -2.243284767649267197e+10 0.000000000000000000e+00 -2.243284767649267273e+11 0.000000000000000000e+00 1.098899570333255981e+12
