6.179760000000000000e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.179760000000000000e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.664375605178360939e+08 0.000000000000000000e+00 1.246162633139239550e+09 0.000000000000000000e+00 2.265750242071343994e+10 0.000000000000000000e+00 -5.664375605178360939e+08 0.000000000000000000e+00 -1.246162633139239550e+09 0.000000000000000000e+00 2.265750242071343994e+10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.722068007994966209e+08 0.000000000000000000e+00 -6.888272031979865074e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.722068007994966209e+08 0.000000000000000000e+00 -6.888272031979865074e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.246162633139239550e+09 0.000000000000000000e+00 2.564548273598122070e+12 0.000000000000000000e+00 4.984650532556957245e+10 0.000000000000000000e+00 -1.246162633139239550e+09 0.000000000000000000e+00 -2.564548273598122070e+12 0.000000000000000000e+00 4.984650532556957245e+10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -6.888272031979865074e+09 0.000000000000000000e+00 3.862904828157121582e+11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.888272031979865074e+09 0.000000000000000000e+00 1.647712797426770935e+11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.265750242071343994e+10 0.000000000000000000e+00 4.984650532556957245e+10 0.000000000000000000e+00 1.304224132448688477e+12 0.000000000000000000e+00 -2.265750242071343994e+10 0.000000000000000000e+00 -4.984650532556957245e+10 0.000000000000000000e+00 5.083760612083869629e+11 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-6.179760000000000000e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.235952000000000000e+10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.179760000000000000e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -5.664375605178360939e+08 0.000000000000000000e+00 -1.246162633139239550e+09 0.000000000000000000e+00 -2.265750242071343994e+10 0.000000000000000000e+00 1.132875121035672188e+09 0.000000000000000000e+00 2.095818973915993690e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.664375605178360939e+08 0.000000000000000000e+00 -8.496563407767541409e+08 0.000000000000000000e+00 2.265750242071343994e+10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.722068007994966209e+08 0.000000000000000000e+00 6.888272031979865074e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.444136015989932418e+08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.722068007994966209e+08 0.000000000000000000e+00 -6.888272031979865074e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 -1.246162633139239550e+09 0.000000000000000000e+00 -2.564548273598122070e+12 0.000000000000000000e+00 -4.984650532556957245e+10 0.000000000000000000e+00 2.095818973915993690e+09 0.000000000000000000e+00 1.726243092845995703e+13 0.000000000000000000e+00 -1.586025169449941254e+10 0.000000000000000000e+00 -8.496563407767541409e+08 0.000000000000000000e+00 -2.563081200316380859e+12 0.000000000000000000e+00 3.398625363107015991e+10 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
